Title,Year,Genres,Production Country,Budget,Revenue,Popularity,Vote Average
The Skeleton Key,2005,"Drama, Horror, Mystery, Thriller",Germany,43000000,91974818,10947957,6.4
The Skeleton Key,2005,"Drama, Horror, Mystery, Thriller", United States of America,43000000,91974818,10947957,6.4
Strange Days,1995,"Crime, Drama, Science Fiction, Thriller",United States of America,42000000,7959291,11223055,6.8
The Firm,1993,"Drama, Mystery, Thriller",United States of America,42000000,270248367,9678367,6.6
The Rocketeer,1991,"Action, Adventure, Science Fiction, Family",United States of America,42000000,62000000,10536644,6.3
Rocky V,1990,Drama,United States of America,42000000,119946358,14007329,5.3
Notting Hill,1999,"Romance, Comedy, Drama",United Kingdom,42000000,363889678,9874043,7
Notting Hill,1999,"Romance, Comedy, Drama", United States of America,42000000,363889678,9874043,7
Reindeer Games,2000,Thriller,United States of America,42000000,32168970,1211759,5.3
Original Sin,2001,Thriller,France,42000000,35402320,9970359,5.8
Original Sin,2001,Thriller, United States of America,42000000,35402320,9970359,5.8
High Crimes,2002,"Drama, Mystery, Thriller, Crime",United States of America,42000000,63781810,8371005,6.1
Along Came Polly,2004,"Comedy, Romance",United States of America,42000000,171963386,15725542,5.8
The Forgotten,2004,"Crime, Drama, Horror, Mystery, Science Fiction, Thriller",United States of America,42000000,117575636,640146,5.5
Lord of War,2005,"Crime, Drama, Thriller",France,42000000,24127895,8745216,7
Lord of War,2005,"Crime, Drama, Thriller", United States of America,42000000,24127895,8745216,7
Lord of War,2005,"Crime, Drama, Thriller", Germany,42000000,24127895,8745216,7
Ponyo,2008,"Animation, Family",Japan,41677699,187479518,8470945,7.5
The Whole Nine Yards,2000,"Comedy, Crime",Canada,41300000,106371651,12061521,6.3
The Whole Nine Yards,2000,"Comedy, Crime", United States of America,41300000,106371651,12061521,6.3
8 Mile,2002,Drama,United States of America,41000000,215000000,8374355,6.8
"I Love You, Man",2009,Comedy,United States of America,41000000,91636986,12929653,6.5
Trading Places,1983,Comedy,United States of America,40600000,90400000,14285052,7.1
Boomerang,1992,"Comedy, Romance",United States of America,40000000,70100000,6506983,5.4
Color of Night,1994,"Drama, Mystery, Romance, Thriller",United States of America,40000000,19726050,14228963,5.4
In the Line of Fire,1993,"Action, Drama, Thriller, Crime, Mystery",United States of America,40000000,176997168,12637158,6.8
Renaissance Man,1994,"Comedy, War",Canada,40000000,24332324,4985157,5.9
Renaissance Man,1994,"Comedy, War", United States of America,40000000,24332324,4985157,5.9
Sliver,1993,"Drama, Thriller",United States of America,40000000,116300000,1123297,4.9
A Time to Kill,1996,"Crime, Drama, Thriller",United States of America,40000000,152266007,13309013,7
The Island of Dr. Moreau,1996,"Fantasy, Horror, Science Fiction",United States of America,40000000,49627779,12725343,4.6
Dracula,1992,"Romance, Horror",United States of America,40000000,215862692,16777675,7.1
The Preacher's Wife,1996,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family",United States of America,40000000,48093211,4182641,5.4
The Last of the Mohicans,1992,"Action, Adventure, Drama, History, Romance, War",United States of America,40000000,75505856,15228794,7.1
Spawn,1997,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",United States of America,40000000,87840042,11366417,5
The Rainmaker,1997,"Drama, Crime, Thriller",United States of America,40000000,45916769,6683398,6.7
Quest for Camelot,1998,"Fantasy, Animation, Drama, Romance, Family",United States of America,40000000,38172500,1302535,6.9
Small Soldiers,1998,"Comedy, Adventure, Fantasy, Science Fiction, Action",United States of America,40000000,54682547,1003936,6.2
Back to the Future Part II,1989,"Adventure, Comedy, Family, Science Fiction",United States of America,40000000,332000000,13689855,7.4
Back to the Future Part III,1990,"Adventure, Comedy, Family, Science Fiction",United States of America,40000000,244527583,13043999,7.1
Dune,1984,"Action, Science Fiction, Adventure",United States of America,40000000,30925690,9261189,6.5
Honey I Blew Up the Kid,1992,"Adventure, Comedy, Family, Science Fiction",United States of America,40000000,58662452,12337898,4.8
The Little Mermaid,1989,"Animation, Family",United States of America,40000000,222300000,17496832,7.2
Nothing but Trouble,1991,"Comedy, Adventure",United States of America,40000000,8479793,1039662,5
A Few Good Men,1992,Drama,United States of America,40000000,243240178,12330249,7.1
8MM,1999,"Thriller, Crime, Mystery",United States of America,40000000,96618699,7473718,6.1
The Sixth Sense,1999,"Mystery, Thriller, Drama",United States of America,40000000,672806292,18449169,7.7
The Talented Mr. Ripley,1999,"Thriller, Crime, Drama",United States of America,40000000,128798265,1165502,7.1
A League of Their Own,1992,Comedy,United States of America,40000000,107458785,10852038,6.8
Scream 3,2000,"Horror, Mystery",United States of America,40000000,161834276,9738371,5.7
The Beach,2000,"Drama, Adventure, Romance, Thriller",United Kingdom,40000000,144056873,14430311,6.3
The Beach,2000,"Drama, Adventure, Romance, Thriller", United States of America,40000000,144056873,14430311,6.3
Hanging Up,2000,"Comedy, Drama",Germany,40000000,36037909,6474767,5
Hanging Up,2000,"Comedy, Drama", United States of America,40000000,36037909,6474767,5
JFK,1991,"Drama, Thriller, History",United States of America,40000000,205405498,13813146,7.5
The Art of War,2000,"Crime, Action, Adventure",Canada,40000000,30199105,9800232,5.6
The Art of War,2000,"Crime, Action, Adventure", United States of America,40000000,30199105,9800232,5.6
Pay It Forward,2000,"Drama, Romance",United States of America,40000000,55707411,10479723,7
The Living Daylights,1987,"Action, Adventure, Thriller",United Kingdom,40000000,191185897,12189038,6.2
The Living Daylights,1987,"Action, Adventure, Thriller", United States of America,40000000,191185897,12189038,6.2
Sweet November,2001,"Drama, Romance",United States of America,40000000,65754228,14840318,6.4
For the Boys,1991,"Music, Drama",United States of America,40000000,23202444,10336913,6.5
The Musketeer,2001,"Action, Adventure, Drama",United Kingdom,40000000,27053815,4260945,5.2
The Musketeer,2001,"Action, Adventure, Drama", United States of America,40000000,27053815,4260945,5.2
The Musketeer,2001,"Action, Adventure, Drama", Germany,40000000,27053815,4260945,5.2
The Musketeer,2001,"Action, Adventure, Drama", Luxembourg,40000000,27053815,4260945,5.2
Big Trouble,2002,"Action, Comedy, Thriller",United States of America,40000000,8493890,5761051,6.3
Shallow Hal,2001,"Comedy, Romance",United States of America,40000000,141069860,12520688,5.7
Behind Enemy Lines,2001,"Action, Drama, Thriller, War",United States of America,40000000,91753202,11185625,6
Life or Something Like It,2002,"Comedy, Drama, Romance",Canada,40000000,16872671,6332398,5.7
Life or Something Like It,2002,"Comedy, Drama, Romance", United States of America,40000000,16872671,6332398,5.7
FearDotCom,2002,"Horror, Thriller",Germany,40000000,18902015,5160215,3.2
FearDotCom,2002,"Horror, Thriller", Luxembourg,40000000,18902015,5160215,3.2
FearDotCom,2002,"Horror, Thriller", United Kingdom,40000000,18902015,5160215,3.2
FearDotCom,2002,"Horror, Thriller", United States of America,40000000,18902015,5160215,3.2
City By The Sea,2002,"Crime, Drama, Mystery",United States of America,40000000,22433915,3903016,5.7
Extreme Ops,2002,"Action, Adventure, Drama, Thriller",United States of America,40000000,10959475,2947411,5
Pinocchio,2002,"Comedy, Family, Fantasy",Italy,40000000,41323171,6463613,5.6
Pinocchio,2002,"Comedy, Family, Fantasy", United States of America,40000000,41323171,6463613,5.6
Johnny English,2003,"Adventure, Action, Comedy",France,40000000,160583018,8739991,6
Johnny English,2003,"Adventure, Action, Comedy", United Kingdom,40000000,160583018,8739991,6
Memoirs of an Invisible Man,1992,"Comedy, Fantasy, Science Fiction",France,40000000,14358033,6064099,5.7
Memoirs of an Invisible Man,1992,"Comedy, Fantasy, Science Fiction", United States of America,40000000,14358033,6064099,5.7
Duplex,2003,"Action, Comedy, Thriller",Germany,40000000,19322135,12160363,5.9
Duplex,2003,"Action, Comedy, Thriller", United States of America,40000000,19322135,12160363,5.9
Love Actually,2003,"Comedy, Romance, Drama",United Kingdom,40000000,244931766,10586815,7
Love Actually,2003,"Comedy, Romance, Drama", United States of America,40000000,244931766,10586815,7
Gothika,2003,"Horror, Thriller",United States of America,40000000,141591324,10939066,5.8
Cheaper by the Dozen,2003,Comedy,United States of America,40000000,190212113,7364297,6
Torque,2004,Action,Australia,40000000,46546197,5574983,4.7
Torque,2004,Action, United States of America,40000000,46546197,5574983,4.7
Secret Window,2004,"Thriller, Mystery",United States of America,40000000,92913171,9524283,6.4
The Whole Ten Yards,2004,"Comedy, Thriller, Crime",United States of America,40000000,26155781,715606,5.5
Enemy Mine,1985,"Drama, Science Fiction",United States of America,40000000,12303411,9802889,6.7
The Princess Diaries 2: Royal Engagement,2004,"Comedy, Drama, Family, Romance",United States of America,40000000,95149435,8248895,6
Ray,2004,"Drama, Music",United States of America,40000000,124731534,10603762,7.2
Havana,1990,"Drama, Romance",United States of America,40000000,9243140,1010753,5.5
Sin City,2005,"Action, Thriller, Crime",United States of America,40000000,158733820,15010525,7.2
House of Wax,2005,Horror,United States of America,40000000,68766121,7163099,5.5
Wedding Crashers,2005,"Comedy, Romance",United States of America,40000000,285176741,11100597,6.4
Corpse Bride,2005,"Romance, Fantasy, Animation, Music",United States of America,40000000,117195061,12920032,7.2
Get Rich or Die Tryin',2005,Drama,United States of America,40000000,46442528,9820229,6.3
Rent,2005,"Drama, Romance",United States of America,40000000,31670620,9530278,6.7
Big Momma's House 2,2006,"Comedy, Crime",United States of America,40000000,138259062,7622875,5.4
Eight Below,2006,"Adventure, Drama, Family",United States of America,40000000,120455994,13876881,6.7
The Lake House,2006,"Romance, Drama, Mystery",United States of America,40000000,114830111,12589019,6.5
Marie Antoinette,2006,"Drama, History",France,40000000,60474340,8852557,6.5
Marie Antoinette,2006,"Drama, History", United States of America,40000000,60474340,8852557,6.5
Marie Antoinette,2006,"Drama, History", Japan,40000000,60474340,8852557,6.5
Black Gold,2011,"Adventure, Drama",France,40000000,5446000,6652197,5.9
Black Gold,2011,"Adventure, Drama", Italy,40000000,5446000,6652197,5.9
Black Gold,2011,"Adventure, Drama", Qatar,40000000,5446000,6652197,5.9
Black Gold,2011,"Adventure, Drama", Tunisia,40000000,5446000,6652197,5.9
The Illusionist,2006,"Fantasy, Drama, Thriller, Romance",Czech Republic,40000000,86915017,11494009,7.1
The Illusionist,2006,"Fantasy, Drama, Thriller, Romance", United States of America,40000000,86915017,11494009,7.1
The Wicker Man,2006,"Mystery, Thriller, Horror",United States of America,40000000,38755073,9423256,4
The Wicker Man,2006,"Mystery, Thriller, Horror", Germany,40000000,38755073,9423256,4
The Wicker Man,2006,"Mystery, Thriller, Horror", Canada,40000000,38755073,9423256,4
Apocalypto,2006,"Action, Adventure, Drama, Thriller",United States of America,40000000,120175290,7735233,7.3
Stormbreaker,2006,"Adventure, Action, Family",Germany,40000000,23937870,8778999,5.1
Stormbreaker,2006,"Adventure, Action, Family", United Kingdom,40000000,23937870,8778999,5.1
Stormbreaker,2006,"Adventure, Action, Family", United States of America,40000000,23937870,8778999,5.1
The Prestige,2006,"Drama, Mystery, Thriller",United States of America,40000000,109676311,1694556,8
Music and Lyrics,2007,"Comedy, Music, Romance",United States of America,40000000,145896422,7196688,6.2
The Reaping,2007,"Thriller, Horror",United States of America,40000000,62771059,9825841,5.4
Aliens vs Predator: Requiem,2007,"Fantasy, Action, Science Fiction, Thriller, Horror",United States of America,40000000,41797066,10793324,4.9
The Water Horse,2007,"Fantasy, Adventure, Family",United States of America,40000000,103071443,5083211,6.3
The Water Horse,2007,"Fantasy, Adventure, Family", United Kingdom,40000000,103071443,5083211,6.3
The Water Horse,2007,"Fantasy, Adventure, Family", Australia,40000000,103071443,5083211,6.3
Vantage Point,2008,"Drama, Action, Thriller, Crime",United States of America,40000000,151161491,7001645,6.3
Pirates,1986,"Adventure, Comedy",France,40000000,1641825,3916952,6.2
Pirates,1986,"Adventure, Comedy", Tunisia,40000000,1641825,3916952,6.2
Made of Honor,2008,"Comedy, Romance",United Kingdom,40000000,84601681,6417385,6
Made of Honor,2008,"Comedy, Romance", United States of America,40000000,84601681,6417385,6
The Children of Huang Shi,2008,"Drama, War",Australia,40000000,7400000,14622493,6.5
The Children of Huang Shi,2008,"Drama, War", China,40000000,7400000,14622493,6.5
The Children of Huang Shi,2008,"Drama, War", Germany,40000000,7400000,14622493,6.5
The Express,2008,Drama,Germany,40000000,9793496,4929912,7.1
The Express,2008,Drama, United States of America,40000000,9793496,4929912,7.1
He's Just Not That Into You,2009,"Comedy, Romance, Drama",Netherlands,40000000,177259441,8376094,6.2
He's Just Not That Into You,2009,"Comedy, Romance, Drama", United States of America,40000000,177259441,8376094,6.2
He's Just Not That Into You,2009,"Comedy, Romance, Drama", Germany,40000000,177259441,8376094,6.2
Confessions of a Shopaholic,2009,"Comedy, Romance",United States of America,40000000,108332743,8198789,6.1
The Proposal,2009,"Comedy, Romance, Drama",United States of America,40000000,317375031,8058337,6.7
Julie & Julia,2009,"Romance, Drama",United States of America,40000000,129540499,8142089,6.6
Christopher Columbus: The Discovery,1992,Action,Spain,40000000,8251071,5996407,4.3
Christopher Columbus: The Discovery,1992,Action, United Kingdom,40000000,8251071,5996407,4.3
Christopher Columbus: The Discovery,1992,Action, United States of America,40000000,8251071,5996407,4.3
The Final Destination,2009,"Horror, Mystery",United States of America,40000000,186167139,8805723,5.4
Whiteout,2009,"Action, Crime, Mystery, Thriller",Canada,40000000,12206028,7759722,5.3
Whiteout,2009,"Action, Crime, Mystery, Thriller", France,40000000,12206028,7759722,5.3
Whiteout,2009,"Action, Crime, Mystery, Thriller", United States of America,40000000,12206028,7759722,5.3
Shorts,2009,"Comedy, Family",United Arab Emirates,40000000,28972508,4021983,5.1
Shorts,2009,"Comedy, Family", United States of America,40000000,28972508,4021983,5.1
Amelia,2009,Adventure,United States of America,40000000,19258519,5308718,5.4
Cirque du Freak: The Vampire's Assistant,2009,"Adventure, Fantasy, Action, Thriller",United States of America,40000000,28169671,10829432,5.5
Fantastic Mr. Fox,2009,"Adventure, Animation, Comedy, Family",United States of America,40000000,46471023,8695893,7.5
Ninja Assassin,2009,"Action, Crime, Thriller",Germany,40000000,60462347,9163897,6.2
Ninja Assassin,2009,"Action, Crime, Thriller", United States of America,40000000,60462347,9163897,6.2
Superman III,1983,"Comedy, Action, Adventure, Fantasy, Science Fiction",United Kingdom,39000000,75850624,9614638,5.3
Superman III,1983,"Comedy, Action, Adventure, Fantasy, Science Fiction", United States of America,39000000,75850624,9614638,5.3
Coming to America,1988,"Comedy, Romance",United States of America,39000000,288752301,7830087,6.5
Against the Ropes,2004,"Romance, Drama",Germany,39000000,6614280,1381022,4.5
Against the Ropes,2004,"Romance, Drama", United States of America,39000000,6614280,1381022,4.5
Serenity,2005,"Science Fiction, Action, Adventure, Thriller",United States of America,39000000,38869464,11919995,7.4
Shoot 'Em Up,2007,"Action, Thriller, Comedy, Crime",United States of America,39000000,26820641,7259086,6.3
The Time Traveler's Wife,2009,"Drama, Romance, Fantasy",United States of America,39000000,101229792,13682598,6.7
White Squall,1996,"Action, Drama",United States of America,38000000,10300000,9568604,6.3
Star Trek: Generations,1994,"Science Fiction, Action, Adventure, Thriller",United States of America,38000000,120000000,8105708,6.4
James and the Giant Peach,1996,"Adventure, Animation, Family",United States of America,38000000,28921264,13217623,6.2
Extreme Measures,1996,"Drama, Thriller",United States of America,38000000,17380126,4990506,5.7
The Doors,1991,"Drama, Music",United States of America,38000000,34416893,7829619,6.7
My Best Friend's Wedding,1997,"Comedy, Romance",United States of America,38000000,299288605,4678572,6.4
MouseHunt,1997,"Comedy, Family",United States of America,38000000,122417389,6456233,6.2
Indecent Proposal,1993,Drama,United States of America,38000000,266614059,7118123,5.8
The Deep End of the Ocean,1999,"Drama, Mystery",United States of America,38000000,28121100,578468,6
Ride with the Devil,1999,"Drama, War, Romance, Western",United States of America,38000000,635096,7059308,6.6
Sister Act 2: Back in the Habit,1993,"Music, Comedy",United States of America,38000000,57319029,12986842,5.9
The Ninth Gate,1999,"Horror, Mystery, Thriller",France,38000000,58401898,11316349,6.3
The Ninth Gate,1999,"Horror, Mystery, Thriller", Portugal,38000000,58401898,11316349,6.3
The Ninth Gate,1999,"Horror, Mystery, Thriller", Spain,38000000,58401898,11316349,6.3
The Fast and the Furious,2001,"Action, Crime, Thriller",Germany,38000000,207283925,1406181,6.6
The Fast and the Furious,2001,"Action, Crime, Thriller", United States of America,38000000,207283925,1406181,6.6
Another 48 Hrs.,1990,"Thriller, Action, Comedy, Crime, Drama",United States of America,38000000,153518974,6938921,5.8
Enough,2002,"Drama, Thriller",United States of America,38000000,51801187,6681287,6.2
Spy Kids 2: The Island of Lost Dreams,2002,"Action, Adventure, Family",United States of America,38000000,119723358,7164131,5.3
Spy Kids 3-D: Game Over,2003,"Action, Adventure, Comedy, Family, Science Fiction",United States of America,38000000,197011982,8025145,4.7
Pulse,2006,"Horror, Thriller",United States of America,38000000,29907685,10307277,5
Virgin Territory,2007,"Adventure, Action, Comedy, Romance",Luxembourg,38000000,5410749,6100498,4.3
Virgin Territory,2007,"Adventure, Action, Comedy, Romance", Italy,38000000,5410749,6100498,4.3
Virgin Territory,2007,"Adventure, Action, Comedy, Romance", France,38000000,5410749,6100498,4.3
Virgin Territory,2007,"Adventure, Action, Comedy, Romance", United Kingdom,38000000,5410749,6100498,4.3
Push,2009,Action,United States of America,38000000,45465299,11596222,5.9
Push,2009,Action, Canada,38000000,45465299,11596222,5.9
The Ugly Truth,2009,"Comedy, Romance",United States of America,38000000,205298907,8450799,6.4
The Rescuers Down Under,1990,"Adventure, Animation, Crime, Family, Fantasy",United States of America,37931000,47431461,1562471,6.6
Freedomland,2006,"Drama, Thriller, Crime, Mystery",United States of America,37665000,14655628,5388535,5.2
Switchback,1997,"Action, Adventure, Mystery, Thriller",United States of America,37000000,6482195,3742824,5.8
Howard the Duck,1986,"Comedy, Fantasy, Science Fiction",United States of America,37000000,37962774,10722672,5.1
Ghostbusters II,1989,"Comedy, Fantasy",United States of America,37000000,215394738,16414239,6.3
Magnolia,1999,Drama,United States of America,37000000,48451803,9091636,7.5
The Princess Diaries,2001,"Comedy, Family, Romance",United States of America,37000000,165335153,7387171,6.5
13 Going on 30,2004,"Comedy, Fantasy, Romance",United States of America,37000000,96455697,12632595,6.3
White Chicks,2004,Comedy,United States of America,37000000,113086475,7723341,6.3
Nim's Island,2008,"Adventure, Comedy, Family, Fantasy",United States of America,37000000,100076342,7558125,5.6
Space Chimps,2008,"Animation, Family",United States of America,37000000,63800345,6212702,5.1
Burn After Reading,2008,"Comedy, Drama",United States of America,37000000,163720069,13206799,6.5
Burn After Reading,2008,"Comedy, Drama", United Kingdom,37000000,163720069,13206799,6.5
Burn After Reading,2008,"Comedy, Drama", France,37000000,163720069,13206799,6.5
Twilight,2008,"Adventure, Fantasy, Drama, Romance",United States of America,37000000,392616625,31282029,5.8
The Inhabited Island,2008,"Action, Fantasy, Science Fiction, Thriller",Russia,36500000,21834845,2047794,5.4
Matilda,1996,"Comedy, Family, Fantasy",United States of America,36000000,33459416,10034915,6.9
The People vs. Larry Flynt,1996,Drama,United States of America,36000000,20300385,9178371,6.8
Breakdown,1997,"Drama, Action, Thriller",United States of America,36000000,50159144,7926621,6.6
Gattaca,1997,"Thriller, Science Fiction, Mystery, Romance",United States of America,36000000,12532777,1289312,7.5
Amistad,1997,"Drama, History, Mystery",United States of America,36000000,74000000,2263584,6.8
Isn't She Great,2000,"Drama, Comedy",United States of America,36000000,3003296,1,4.6
John Q,2002,"Drama, Thriller, Crime",United States of America,36000000,102244770,8867562,7
A Man Apart,2003,"Action, Drama",Germany,36000000,44350926,17714247,5.8
A Man Apart,2003,"Action, Drama", United States of America,36000000,44350926,17714247,5.8
Never Say Never Again,1983,"Adventure, Action, Thriller",Germany,36000000,160000000,10231985,5.8
Never Say Never Again,1983,"Adventure, Action, Thriller", United Kingdom,36000000,160000000,10231985,5.8
Never Say Never Again,1983,"Adventure, Action, Thriller", United States of America,36000000,160000000,10231985,5.8
At Play in the Fields of the Lord,1991,"Drama, Romance",Brazil,36000000,1345903,2151436,5.8
At Play in the Fields of the Lord,1991,"Drama, Romance", United States of America,36000000,1345903,2151436,5.8
Winged Migration,2001,Documentary,Switzerland,35866397,20217080,368993,7.1
Winged Migration,2001,Documentary, Germany,35866397,20217080,368993,7.1
Winged Migration,2001,Documentary, Spain,35866397,20217080,368993,7.1
Winged Migration,2001,Documentary, France,35866397,20217080,368993,7.1
Winged Migration,2001,Documentary, Italy,35866397,20217080,368993,7.1
Sudden Death,1995,"Action, Adventure, Thriller",United States of America,35000000,64350171,523158,5.5
Species,1995,"Science Fiction, Horror, Action",United States of America,35000000,113374103,13492845,5.5
The Swan Princess,1994,Animation,United States of America,35000000,9771658,8910462,6.5
Little Buddha,1993,"Drama, History",France,35000000,4858139,5681522,6
Little Buddha,1993,"Drama, History", Italy,35000000,4858139,5681522,6
Little Buddha,1993,"Drama, History", Liechtenstein,35000000,4858139,5681522,6
Little Buddha,1993,"Drama, History", United Kingdom,35000000,4858139,5681522,6
Street Fighter,1994,"Action, Adventure, Thriller",Japan,35000000,99423521,1358449,4.1
Street Fighter,1994,"Action, Adventure, Thriller", United States of America,35000000,99423521,1358449,4.1
Geronimo: An American Legend,1993,"History, Action, Drama, Western",United States of America,35000000,18635620,4653462,5.9
Batman,1989,"Fantasy, Action",United Kingdom,35000000,411348924,1910673,7
Batman,1989,"Fantasy, Action", United States of America,35000000,411348924,1910673,7
The Horseman on the Roof,1995,"War, Adventure, Drama, Romance",France,35000000,15000000,1690768,6.7
Cape Fear,1991,"Crime, Thriller",United States of America,35000000,182300000,10302735,7
Star Trek: The Motion Picture,1979,"Science Fiction, Adventure, Mystery",United States of America,35000000,139000000,8277765,6.2
Under Siege,1992,"Action, Thriller",France,35000000,156563139,9918269,6.1
Under Siege,1992,"Action, Thriller", United States of America,35000000,156563139,9918269,6.1
Donnie Brasco,1997,"Crime, Drama, Thriller",United States of America,35000000,41954997,12201954,7.4
Anna Karenina,1997,"Drama, Romance",United States of America,35000000,791830,5660835,6.4
L.A. Confidential,1997,"Crime, Drama, Mystery, Thriller",United States of America,35000000,126216940,10989442,7.7
For Richer or Poorer,1997,Comedy,United States of America,35000000,31611225,8412203,5.6
Midnight in the Garden of Good and Evil,1997,"Crime, Drama, Mystery, Thriller",United States of America,35000000,25105255,5145907,6.3
Species II,1998,"Science Fiction, Action, Horror",United States of America,35000000,19165560,13495247,4.5
Lethal Weapon 3,1992,"Adventure, Action, Comedy, Thriller, Crime",United States of America,35000000,321731527,10786007,6.4
Willow,1988,"Adventure, Drama, Action",United States of America,35000000,57269863,9918312,6.9
Blast from the Past,1999,"Comedy, Romance",United States of America,35000000,40263020,8355977,6.3
RoboCop 2,1990,"Action, Adventure, Crime, Science Fiction, Thriller",United States of America,35000000,45681173,10969876,5.6
Predator 2,1990,"Science Fiction, Action, Thriller",United States of America,35000000,57120318,11736241,6
What About Bob?,1991,Comedy,United States of America,35000000,63710000,11787942,6.7
Supergirl,1984,"Adventure, Fantasy, Action, Science Fiction",United Kingdom,35000000,14296438,11932675,4.7
Supergirl,1984,"Adventure, Fantasy, Action, Science Fiction", United States of America,35000000,14296438,11932675,4.7
Bounce,2000,"Drama, Romance",United States of America,35000000,36779296,13349518,5.5
Dungeons & Dragons,2000,"Action, Adventure, Fantasy, Science Fiction",Czech Republic,35000000,15185241,4884311,3.9
Dungeons & Dragons,2000,"Action, Adventure, Fantasy, Science Fiction", United States of America,35000000,15185241,4884311,3.9
The Pledge,2001,"Crime, Drama, Mystery, Thriller",United States of America,35000000,29400000,12806634,6.6
The Wedding Planner,2001,Comedy,United States of America,35000000,94728529,8056016,5.4
Empire of the Sun,1987,"Drama, History, War",United States of America,35000000,22238696,10220906,7.3
Spy Kids,2001,"Action, Comedy, Family, Adventure",United States of America,35000000,147934180,9576745,5.5
American Outlaws,2001,"Action, Western",United States of America,35000000,13678913,10855383,5.7
From Hell,2001,"Horror, Mystery, Thriller",Czech Republic,35000000,74558115,779014,6.6
From Hell,2001,"Horror, Mystery, Thriller", United Kingdom,35000000,74558115,779014,6.6
Flash Gordon,1980,Science Fiction,United States of America,35000000,27107960,6346979,6.1
The Count of Monte Cristo,2002,"Action, Adventure, Drama, Thriller",United States of America,35000000,75395048,10765924,7.3
Queen of the Damned,2002,"Drama, Fantasy, Horror",Australia,35000000,45479110,8436243,5.5
Queen of the Damned,2002,"Drama, Fantasy, Horror", United States of America,35000000,45479110,8436243,5.5
The Bad News Bears,1976,"Comedy, Family",United States of America,35000000,35323292,8399441,7
The Four Feathers,2002,"War, Adventure, Drama, Romance",United Kingdom,35000000,29882645,6894153,6.5
The Four Feathers,2002,"War, Adventure, Drama, Romance", United States of America,35000000,29882645,6894153,6.5
Ghost Ship,2002,"Horror, Mystery, Thriller",Australia,35000000,68349884,13955376,5.3
Ghost Ship,2002,"Horror, Mystery, Thriller", United States of America,35000000,68349884,13955376,5.3
Femme Fatale,2002,"Thriller, Crime, Romance",Switzerland,35000000,16838910,6426438,6.2
Femme Fatale,2002,"Thriller, Crime, Romance", France,35000000,16838910,6426438,6.2
The Best Little Whorehouse in Texas,1982,Comedy,United States of America,35000000,69701637,2171346,5.9
The Pianist,2002,"Drama, War",France,35000000,120072577,14811594,8.1
The Pianist,2002,"Drama, War", Germany,35000000,120072577,14811594,8.1
The Pianist,2002,"Drama, War", Poland,35000000,120072577,14811594,8.1
The Pianist,2002,"Drama, War", United Kingdom,35000000,120072577,14811594,8.1
Dennis the Menace,1993,"Family, Comedy",United States of America,35000000,117270765,10378902,5.5
Down with Love,2003,"Action, Comedy, Romance, Thriller",Germany,35000000,20298207,9392508,6.1
Down with Love,2003,"Action, Comedy, Romance, Thriller", United States of America,35000000,20298207,9392508,6.1
Oscar,1991,"Action, Comedy, Thriller, Family",United States of America,35000000,23562716,6137796,6.2
The Order,2003,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",Germany,35000000,11560806,5370818,4.8
The Order,2003,"Drama, Fantasy, Horror, Mystery, Romance, Thriller", United States of America,35000000,11560806,5370818,4.8
School of Rock,2003,"Comedy, Music",Germany,35000000,131282949,1795142,6.8
School of Rock,2003,"Comedy, Music", United States of America,35000000,131282949,1795142,6.8
Radio Flyer,1992,Drama,United States of America,35000000,4651977,5618237,6.6
1941,1979,"Action, Comedy",United States of America,35000000,31755742,7812379,5.6
Jersey Girl,2004,"Comedy, Romance",United States of America,35000000,36098382,5706507,5.8
Little Black Book,2004,"Comedy, Romance, Drama",United States of America,35000000,22034832,5093704,5.2
Cursed,2005,"Horror, Comedy",Germany,35000000,19294901,8949722,5.1
Cursed,2005,"Horror, Comedy", United States of America,35000000,19294901,8949722,5.1
Guess Who,2005,"Comedy, Romance",United States of America,35000000,68915888,671898,5.5
Sky High,2005,"Adventure, Comedy, Family",United States of America,35000000,86369815,8061423,5.8
Valiant,2005,"Animation, Family, Adventure",United Kingdom,35000000,19478106,11836827,5.2
Two for the Money,2005,"Comedy, Crime, Drama, Thriller",United States of America,35000000,30526509,9003792,5.9
North Country,2005,Drama,United States of America,35000000,25224242,8781298,6.9
Bandidas,2006,"Action, Comedy, Western, Crime",United States of America,35000000,10496317,19294832,5.8
Bandidas,2006,"Action, Comedy, Western, Crime", France,35000000,10496317,19294832,5.8
Bandidas,2006,"Action, Comedy, Western, Crime", Mexico,35000000,10496317,19294832,5.8
The Devil Wears Prada,2006,"Comedy, Drama, Romance",United States of America,35000000,326551094,13102384,7
Zoom,2006,"Family, Fantasy, Comedy",United States of America,35000000,12506188,11967444,4.9
The Fountain,2006,"Drama, Adventure, Science Fiction, Romance",United States of America,35000000,15304890,11577121,6.8
A Good Year,2006,"Comedy, Drama, Romance",United States of America,35000000,42064105,782187,6.5
License to Wed,2007,Comedy,Australia,35000000,69307224,7102076,5.3
License to Wed,2007,Comedy, United States of America,35000000,69307224,7102076,5.3
Lions for Lambs,2007,"Action, Adventure, Drama, History",United States of America,35000000,63215872,580986,6
