title,year,imdb,tmdb,genre
The Long Dumb Road,2018,6.1,5.6,comedy
Abby Hatcher,2018,6.1,5.5,fantasy
Unauthorized Living,2018,7.4,7.5,drama
LEGO Friends: Girls on a Mission,2018,7.7,7.6,animation
Tabula Rasa,2017,8,7.8,drama
Murder Mountain,2018,6.8,7,crime
Nicky Jam: El Ganador,2018,7.7,7.3,drama
SKY Castle,2018,8.6,8.3,drama
Sisters,2017,7.5,8.6,drama
Suburra: Blood on Rome,2017,7.9,7.5,crime
Bill Nye: Science Guy,2017,6.5,6.2,documentation
Mr. Roosevelt,2017,6.2,6.1,comedy
John Mulaney: Kid Gorgeous at Radio City,2018,7.9,8,comedy
Win It All,2017,6.2,5.7,comedy
Norm Macdonald Has a Show,2018,8.6,8.2,comedy
Andhadhun,2018,8.2,7.7,thriller
Just Between Lovers,2017,8.2,8.4,drama
The Epic Tales of Captain Underpants,2018,6.7,8.8,animation
Ugly Delicious,2018,7.8,7.4,documentation
The House of Flowers,2018,7.6,7.8,drama
In Darkness,2018,5.7,6,thriller
Shimmer Lake,2017,6.3,5.9,thriller
Somewhere Between,2017,6.2,6.6,crime
Hot Date,2017,7.1,6.6,comedy
The Debt Collector,2018,5.8,5.9,action
Orbiter 9,2017,5.9,5.8,scifi
Day of the Dead: Bloodline,2017,3.4,4.6,horror
Lovesong,2017,6.3,5.7,romance
Lawless Lawyer,2018,7.7,7.6,action
Reversing Roe,2018,7.5,7.5,documentation
First They Killed My Father,2017,7.2,7.4,drama
The Titan,2018,4.8,5.4,thriller
Welcome to the Family,2018,6.6,7.4,comedy
Llama Llama,2018,6.5,7.8,animation
Borderliner,2017,6.8,6.5,drama
Girlfriend's Day,2017,5.2,4.9,drama
Animal Crackers,2017,5.8,6.3,comedy
A Korean Odyssey,2017,8,8.3,comedy
Dude,2018,5.2,5.5,comedy
My Happy Family,2017,7.4,6.9,drama
Unrest,2017,7.6,7.2,documentation
iBoy,2017,6,6,scifi
Ibiza,2018,5.2,5.8,comedy
The Resurrection of Gavin Stone,2017,6.2,6.5,drama
Power Rangers Ninja Steel,2017,6.1,7.3,action
Strong Island,2017,6.4,6.3,documentation
Bad Genius,2017,7.6,8,thriller
Cloudy with a Chance of Meatballs,2017,3.4,5.8,action
Man Like Mobeen,2017,8,6.7,comedy
Godzilla: The Planet Eater,2018,5,6.5,animation
Blame!,2017,6.6,6.4,scifi
Granblue Fantasy: The Animation,2017,6.4,6.7,scifi
Bullet Head,2017,5.4,4.9,thriller
Meteor Garden,2018,7.9,8.6,comedy
Wolf,2018,8.1,7,war
Fallet,2017,6.8,7.3,drama
The Photographer of Mauthausen,2018,6.7,7,thriller
The Hollow,2018,7.1,7.1,comedy
The Mire,2018,7,6.8,crime
The Most Hated Woman in America,2017,6.1,6.1,drama
GHOUL,2018,8,6.9,scifi
Transformers: Rescue Bots Academy,2018,6,10,scifi
River's Edge,2018,6.2,5.9,drama
Hero Mask,2018,6.1,6.3,scifi
The Fix,2018,7,6.4,comedy
Godzilla: Planet of the Monsters,2017,6,6.3,scifi
The Beauty Inside,2018,7.6,8.3,drama
Fate/Apocrypha,2017,6.6,7.7,action
Girl,2018,7.1,7.2,drama
Acts of Vengeance,2017,5.7,5.9,thriller
The Casketeers,2018,7.5,7.2,reality
The Guest,2018,8.1,8.1,crime
Bleach,2018,6.4,6.6,fantasy
Rainbow Rangers,2018,5.8,10,family
Our Souls at Night,2017,6.9,6.6,drama
Psychokinesis,2018,5.9,6.2,fantasy
The Mechanism,2018,8,7.4,drama
Mob Psycho 100,2018,5.2,6.2,action
Birth of the Dragon,2017,5.6,5.8,drama
Little Evil,2017,5.7,5.6,comedy
Gaga: Five Foot Two,2017,7,7.5,music
Memories of the Alhambra,2018,7.8,7.8,action
Barbie: Dreamhouse Adventures,2018,6.7,8.1,comedy
Fullmetal Alchemist,2017,5.2,5.3,fantasy
Ad Vitam,2018,6.4,5.8,scifi
The Angel,2018,6.6,6.7,thriller
Patriot Act with Hasan Minhaj,2018,8.2,7.3,comedy
Benji,2018,6.3,7,crime
Signs,2018,6.4,7,thriller
White Fang,2018,6.9,7.3,animation
B: The Beginning,2018,7.1,7.9,scifi
Sugar Rush,2018,7,7,reality
The Resistance Banker,2018,6.9,6.7,drama
El Chapo,2017,7.8,7.5,drama
Sacred Games,2018,8.6,8.1,action
The Worst Witch,2017,7.2,7.7,scifi
The Confession Tapes,2017,7.5,7.4,documentation
Thieves of the Wood,2018,6.8,6.4,drama
The Land of Steady Habits,2018,6.2,5.4,drama
Girl from Nowhere,2018,7.6,8.5,drama
Afflicted,2018,5.1,5.2,reality
Dope,2017,7.3,7.2,war
Paradise PD,2018,6.8,7.6,comedy
Thus Spoke Kishibe Rohan,2017,7.6,9,action
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,7.1,6.6,comedy
Welcome to Waikiki,2018,8.3,8.6,drama
The Inmate,2018,6.9,7,crime
The Innocents,2018,6.2,6.1,drama
Clinical,2017,5.1,5.3,thriller
Charit,2017,7.8,7.5,drama
The Battleship Island,2017,7.1,7.2,action
Instant Hotel,2018,7.3,7.1,reality
Myths & Monsters,2017,7.8,7.4,documentation
Erased,2017,7.8,7.3,drama
The Hook Up Plan,2018,7.2,7.8,comedy
Kiss Me First,2018,6.2,6.9,scifi
Lu Over the Wall,2017,6.8,7,fantasy
November 13: Attack on Paris,2018,8.3,8.1,documentation
Life,2018,7.6,8,drama
Hampstead,2017,6,6,comedy
Reprisal,2018,4.2,5.3,action
Like Father,2018,6.1,6.3,comedy
MILF,2018,4.8,5.9,comedy
The Bride of Habaek,2017,7.1,7.3,drama
The Open House,2018,3.2,3.7,horror
Catfight,2017,5.9,5.5,comedy
The New Legends of Monkey,2018,6.4,7.2,scifi
Medal of Honor,2018,8.2,8.7,documentation
Take Me,2017,6.1,5.7,comedy
MFKZ,2018,6.7,7.1,crime
True and the Rainbow Kingdom,2017,7.1,8.8,comedy
Steel Rain,2017,7.1,7.3,thriller
Something in the Rain,2018,8.2,8.1,drama
Sad Hill Unearthed,2017,7.4,7,documentation
The Velvet Collection,2017,7.3,6.3,drama
Zero,2018,5.2,5.3,comedy
The Christmas Chronicles,2018,7,7.1,fantasy
Nothing to Hide,2018,6.8,6.5,drama
The Indian Detective,2017,6.6,6.5,comedy
Bonus Family,2017,2.3,7.2,drama
Serial Killer with Piers Morgan,2017,3.8,2.8,crime
Patrick,2018,6.2,6.8,comedy
The Ottoman Lieutenant,2017,6.4,6.1,drama
My Shy Boss,2017,7.3,8,comedy
Gormiti,2018,5.3,9.3,comedy
Casting JonBenet,2017,6.1,5.7,crime
Selection Day,2018,7.4,7.6,drama
The Protector,2018,6.5,7.4,action
The World Is Yours,2018,6.3,6.8,crime
Long Shot,2017,7.4,7.2,documentation
Outside In,2018,6.7,6.2,drama
The Queen of Flow,2018,7.7,8,drama
Cupcake & Dino - General Services,2018,7.5,8.3,animation
Next Gen,2018,6.6,7,animation
The Saint,2017,4.9,5.3,crime
Voyeur,2017,6.2,6,documentation
Daniel Sloss: Live Shows,2018,8.5,8.4,comedy
Warrior,2018,6.7,6.5,action
Get Me Roger Stone,2017,7.4,7,history
Surviving Escobar - Alias JJ,2017,7.7,7.7,crime
Bangkok Love Stories 2: Innocence,2018,6.7,8.3,drama
Children of the Whales,2017,7.1,7.7,scifi
Hey Arnold! The Jungle Movie,2017,7.5,7.7,comedy
Irreplaceable You,2018,6.4,7,drama
Dogs of Berlin,2018,7.5,7.4,drama
Free Rein,2017,7,7.8,comedy
Amar,2017,5.1,5,romance
Tig Notaro: Happy To Be Here,2018,6.6,6.1,comedy
Carrie Pilby,2017,6.7,7,comedy
Luis Miguel: The Series,2018,8,8,drama
Cyborg 009: Call of Justice,2017,5.7,7.2,action
Cocaine Coast,2018,7.9,7.8,drama
Fun Mom Dinner,2017,5.3,5.7,comedy
Bumping Mics with Jeff Ross & Dave Attell,2018,7.7,7.8,comedy
I Am Jonas,2018,7,6.8,drama
Springsteen On Broadway,2018,8.5,8,documentation
Ultraviolet,2017,7,7.4,drama
Hot Girls Wanted: Turned On,2017,6.6,7.3,documentation
7 Days Out,2018,6.8,9,documentation
Greenhouse Academy,2017,6.6,8.1,drama
Hi Score Girl,2018,8,8.3,action
Te Ata,2017,7.4,7.2,drama
Cuba and the Cameraman,2017,8.3,7.7,documentation
Indian Horse,2018,7.3,7.3,drama
I Am Not an Easy Man,2018,6.3,6.3,comedy
The Forgiven,2018,5.9,6.1,thriller
Samurai Gourmet,2017,8.1,7.9,comedy
Camarn Revolution,2018,0,7,reality
Final Fantasy XIV: Dad of Light,2017,7.2,7.4,drama
Car Masters: Rust to Riches,2018,8.4,7.8,reality
You Get Me,2017,4.7,5.6,thriller
The Climb,2017,6.9,6.8,comedy
Sparta,2018,6.6,7.7,drama
Sarah Silverman: A Speck of Dust,2017,6.9,6.9,comedy
Re: Mind,2017,4.9,5.9,drama
Lego Jurassic World: The Secret Exhibit,2018,6.2,7.3,scifi
Hasan Minhaj: Homecoming King,2017,8.2,7.8,comedy
Ingobernable,2017,7.2,6.5,war
If I Hadn't Met You,2018,7.7,6.9,scifi
Creeped Out,2017,6.5,7.4,scifi
Modest Heroes,2018,6.6,6.7,fantasy
Girlboss,2017,7,6.7,comedy
Spy Kids: Mission Critical,2018,5.2,8.6,action
Mercury 13,2018,6.9,6.6,documentation
The Royal House of Windsor,2017,7.3,7.4,documentation
The Fortress,2017,6.8,6.6,drama
When Heroes Fly,2018,7.1,7.1,action
Godzilla: City on the Edge of Battle,2018,5.8,6.5,scifi
Flint Town,2018,7.9,7.6,crime
Quincy,2018,7.6,7.4,music
Struggle: The Life and Lost Art of Szukalski,2018,7.9,7.6,documentation
The Outcasts,2017,5.4,6.2,comedy
The Invisible Guardian,2017,6.4,6.5,thriller
Bending the Arc,2017,8,8,documentation
A.I.C.O. -Incarnation-,2018,6.3,6.4,scifi
Eternal Love,2017,8.4,7.8,scifi
Polly Pocket,2018,5.9,6.7,animation
Adam Sandler: 100% Fresh,2018,7.5,7.3,comedy
Pop Team Epic,2018,6.9,7.3,comedy
An Imperfect Murder,2017,3.1,4.4,crime
Mike Birbiglia: Thank God for Jokes,2017,7.4,7.4,comedy
Sky Ladder: The Art of Cai Guo-Qiang,2017,7.3,7,documentation
Gnome Alone,2017,5.6,6.2,fantasy
Sirius the Jaeger,2018,6.7,7.6,scifi
Misty,2018,8.1,7.8,crime
Standup and Away! with Brian Regan,2018,5.7,7.7,comedy
A Love So Beautiful,2017,8,8.4,drama
The A List,2018,5.5,6.8,drama
Neal Brennan: 3 Mics,2017,7.8,7.3,comedy
Sandy Wexler,2017,5.2,5.5,comedy
WHAT DID JACK DO?,2017,0,6.4,comedy
The Week Of,2018,5.2,5.4,comedy
Naked,2017,5.4,5.7,comedy
The Big Family Cooking Showdown,2017,7,7.4,reality
The Bleeding Edge,2018,7.6,6.7,documentation
QB1: Beyond the Lights,2017,7.7,7,reality
Fugitiva,2018,5.6,6.7,drama
Taylor Swift: Reputation Stadium Tour,2018,8.3,8.2,documentation
Toc Toc,2017,6.8,7.1,comedy
John Leguizamo's Latin History for Morons,2018,7.4,7.4,comedy
And Breathe Normally,2018,6.9,6.9,drama
The Awakening of Motti Wolkenbruch,2018,6.6,5.7,comedy
Amazing Interiors,2018,6.6,6.4,documentation
Charming,2018,5.6,6.5,fantasy
Secret Agent Selection: WW2,2018,7.8,7.5,war
Giant,2017,6.7,6.6,drama
The Piano Forest,2018,7.1,5.9,drama
Bobby Kennedy for President,2018,8.1,8.3,documentation
Chip and Potato,2018,6.4,9.8,animation
Solo,2018,5,5.5,thriller
The Killer,2017,6,6.2,western
Flavors of Youth,2018,6.6,6.8,drama
The Polka King,2017,5.9,5.5,comedy
Falsa identidad,2018,7,7.5,action
The Legacy of a Whitetail Deer Hunter,2018,5.5,5,comedy
Come Sunday,2018,6,5.8,drama
Diablero,2018,6.8,7.6,scifi
The Death and Life of Marsha P. Johnson,2017,7.2,7.3,documentation
Super Drags,2018,5.4,5.2,comedy
Monster High: Electrified,2017,5.5,7.2,animation
Mersal,2017,8.1,7.2,thriller
Chosen,2018,5.2,6.5,action
Fred Armisen: Standup for Drummers,2018,5.8,6.2,music
Perdida,2018,5.6,6.3,crime
Sarkar,2018,7,6,drama
Bad Guys: Vile City,2017,6,8,action
The Yard,2018,7.2,7.5,drama
Camarn: The Film,2018,7.5,7.9,documentation
S.W.A.T.: Under Siege,2017,4.5,5.8,thriller
High Society,2018,5.5,5.7,crime
Generation Iron 3,2018,6.2,6.7,documentation
Kakegurui,2018,6.8,7.9,drama
Last Hope,2018,5.8,5.4,scifi
The Platform,2018,6.2,0,music
Whose Streets?,2017,5.5,5.8,documentation
One of Us,2017,7,7,documentation
The Rachel Divide,2018,6.3,6.2,documentation
My Masterpiece,2018,7.1,7.3,comedy
Brian Regan: Nunchucks and Flamethrowers,2017,6.3,6,comedy
Busted!,2018,7.6,8.4,comedy
Alex Strangelove,2018,6.3,6.6,drama
Lowriders,2017,5.6,6.7,drama
3Below: Tales of Arcadia,2018,7.7,7.7,comedy
End Game,2018,0,7.2,documentation
Chris Rock: Tamborine,2018,6.6,6.5,comedy
Familiar Wife,2018,7.6,8.3,scifi
Ultimate Beastmaster,2017,7.3,6,reality
Your Son,2018,6.1,5.7,thriller
Justice,2017,4,5.8,western
The World's Most Extraordinary Homes,2017,7.6,7.5,documentation
NY Prison Break: The Seduction of Joyce Mitchell,2017,5.6,5.8,crime
Tom Segura: Disgraceful,2018,7.5,7,comedy
It's for Your Own Good,2017,5.5,5.9,comedy
Sierra Burgess Is a Loser,2018,5.8,6.4,drama
Fate/Extra Last Encore,2018,5.4,7.5,action
Battle,2018,5.9,6.4,drama
The Seven Deadly Sins: Prisoners of the Sky,2018,7.1,7.6,fantasy
Christmas Inheritance,2017,5.7,6.4,romance
Jo Koy: Live from Seattle,2017,7.1,7,comedy
Puss in Book: Trapped in an Epic Tale,2017,0,6.5,fantasy
Live,2018,8.3,8.3,drama
My Secret Romance,2017,7.2,8,comedy
Okko's Inn,2018,7,7.2,comedy
The Comedy Lineup,2018,5.9,6,comedy
Christmas in the Heartland,2017,5.9,6.3,family
How to Be Really Bad,2018,6.2,7,comedy
FIGHTWORLD,2018,7.6,6.9,documentation
A Christmas Prince,2017,5.7,6.6,romance
Prison Playbook,2017,8.5,8.7,comedy
First Team: Juventus,2018,7.3,7.7,scifi
The Stolen,2017,5.3,5.6,western
Father of the Year,2018,5.2,5.4,comedy
The Final Table,2018,7.6,6.8,reality
Killing Hasselhoff,2017,4.4,4.6,comedy
Pottersville,2017,5.4,5,comedy
Thi Mai,2018,6,6.2,comedy
Switched,2018,7.1,7.9,drama
Paradise Lost,2018,6.9,7.5,drama
Derren Brown: Sacrifice,2018,7.1,7.4,documentation
Yucatn,2018,5.5,5.6,comedy
A Twelve-Year Night,2018,7.5,7.4,drama
Happy Anniversary,2018,5.7,5.8,comedy
Maria Bamford: Old Baby,2017,6.1,5.4,comedy
Trump: An American Dream,2017,7.2,6.9,documentation
Undercover Law,2018,7.2,9,drama
Rock my Heart,2017,6.5,7.2,drama
Apaches,2018,7,6.9,drama
Marlon,2017,7,6.6,comedy
My Sassy Girl,2017,6.9,7.6,comedy
Wild District,2018,8.2,7.5,drama
Us and Them,2018,7.4,7.6,romance
Million Yen Women,2017,7.6,6.8,drama
My ID is Gangnam Beauty,2018,7.4,7.6,drama
Champions,2018,6.1,5.5,comedy
Manhunt,2017,5.2,5.6,thriller
100 Days My Prince,2018,7.8,8.3,drama
The B-Side: Elsa Dorfman's Portrait Photography,2017,6.7,6.8,documentation
A Very Country Christmas,2017,6,6.5,romance
Greg Davies: You Magnificent Beast,2018,7.1,6.5,comedy
Girls Incarcerated,2018,7.3,8,reality
When Angels Sleep,2018,5.5,5.6,thriller
Brainchild,2018,8.1,8.3,documentation
Bert Kreischer: Secret Time,2018,7.3,7.3,comedy
The Who Was? Show,2018,6.8,7.3,comedy
Show Dogs,2018,3.9,6,comedy
Escape from Mr. Lemoncello's Library,2017,5.4,5.9,fantasy
Bhavesh Joshi Superhero,2018,7.7,8,drama
Cleo & Cuquin,2018,8,8.3,animation
Amateur,2018,5.9,6.5,drama
Back Street Girls: Goku Dolls,2018,6.6,6.5,comedy
Fireworks,2017,5.6,6.5,drama
Edgar Rice Burroughs' Tarzan and Jane,2017,4.8,8.1,action
Pachamama,2018,6.8,7.1,fantasy
Empire Games,2018,5.8,8,history
Lust Stories,2018,6.4,6.2,romance
All I Wish,2018,5.2,5.8,comedy
Beyblade Burst Turbo,2018,0,0.5,action
Age of Tanks,2017,7.3,6.7,documentation
The Clapper,2018,5.1,4.9,comedy
Chasing Coral,2017,8.1,7.9,documentation
Robot Trains,2017,6,0,fantasy
My Dead Ex,2018,7.4,6.8,drama
Disconnect,2018,5.3,0,romance
Crazy Delicious,2017,8.9,7.5,reality
Becoming Champions,2018,6.7,6,documentation
Inside the Criminal Mind,2018,5.4,6.7,crime
Live Up To Your Name,2017,8,6.7,drama
Take Your Pills,2018,6.3,6.6,documentation
Raees,2017,6.7,6.7,thriller
Bad Seeds,2018,7.3,7.8,comedy
Animal World,2018,6.5,7.2,thriller
Fastest Car,2018,7.1,7.2,reality
Seeking a Man,2017,6.3,6.4,comedy
Toilet: A Love Story,2017,7.2,7,comedy
Terrorism Close Calls,2018,5.1,7.2,documentation
6 Balloons,2018,5.9,6.1,drama
#realityhigh,2017,5.2,6.4,comedy
13 Reasons Why: Beyond the Reasons,2017,6.2,6.5,documentation
Seth Rogen's Hilarity for Charity,2018,5,5.2,comedy
Stree,2018,7.6,7,horror
Wedding Unplanned,2017,5.7,6.1,comedy
Stay Here,2018,7.4,7,reality
Kantaro: The Sweet Tooth Salaryman,2017,7.6,7.1,comedy
SWORDGAI The Animation,2018,5.8,6.8,scifi
Beyond Stranger Things,2017,7.4,7.3,documentation
44 Cats,2018,6.1,8.4,action
Close Enemies,2018,6.4,5.9,drama
The Mitfords: A Tale of Two Sisters,2017,0,0,documentation
The Tree of Blood,2018,6.4,6.5,drama
They'll Love Me When I'm Dead,2018,7.4,7.3,documentation
Nappily Ever After,2018,6.4,7.2,comedy
Bomb Scared,2017,5.7,5.4,comedy
Handsome: A Netflix Mystery Movie,2017,5.2,5.3,comedy
Dragon Pilot: Hisone and Masotan,2018,6.9,7.9,scifi
Nailed It! Holiday!,2018,7.7,8,reality
Lommbock,2017,6.7,6.7,comedy
Terrace House: Opening New Doors,2017,7.8,8.3,reality
Maktub,2017,7.3,7,drama
Black Is Beltza,2018,5.8,6.4,thriller
The Legend of Cocaine Island,2018,6.3,6.5,documentation
Mom,2017,7.2,7.2,crime
ReBoot: The Guardian Code,2018,3.8,7.3,action
Half Girlfriend,2017,4.6,6.5,romance
Neo Yokio,2017,5.9,5.4,scifi
Black,2017,8,8,scifi
The Motive,2017,6.5,6.2,drama
Lady J,2018,6.8,6.4,romance
Right Here Right Now,2018,5.4,4.3,drama
Shhrazade,2018,7,7.3,thriller
Shepherds and Butchers,2017,6.8,6.4,drama
The Most Unknown,2018,6.6,6.5,documentation
A Fortunate Man,2018,7.2,6.9,drama
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,2017,5.9,7.1,animation
Out of Thin Air,2017,6.3,6.2,crime
Sir,2018,7.7,7.1,romance
Secret Superstar,2017,7.9,7.5,drama
Pope Francis: A Man of His Word,2018,6.4,7.3,documentation
Demetri Martin: The Overthinker,2018,7.2,7,comedy
Katt Williams: Great America,2018,6.2,5.4,comedy
Sahara,2017,5.5,5.9,comedy
Budapest,2018,5.4,5.6,comedy
El Camino Christmas,2017,5.7,5.6,crime
BuyBust,2018,5.8,5.9,thriller
Patton Oswalt: Annihilation,2017,7.2,7.1,comedy
Super Monsters,2017,6.3,7.2,animation
Ali's Wedding,2017,6.9,7.2,comedy
Amy Schumer: The Leather Special,2017,3,4.1,comedy
Aapla Manus,2018,7,5.6,thriller
Bibi & Tina: Perfect Pandemonium,2017,4,5.5,fantasy
Shot in the Dark,2017,8,7.9,reality
Castle and Castle,2018,0,7.3,drama
Retablo,2018,7.5,7.5,drama
The American Meme,2018,6.8,5.9,documentation
Holy Goalie,2018,5.3,5.5,comedy
Burn Out,2018,6.2,6.8,thriller
The Tribe,2018,5.8,6.3,comedy
Family Blood,2018,4.2,4.6,horror
Time: The Kalief Browder Story,2017,8.5,7.9,documentation
Barbie: Dolphin Magic,2017,0,6.8,fantasy
Love and Fortune,2018,7.3,6.5,drama
Drug Lords,2018,6.8,7.7,documentation
Follow This,2018,4.9,6,documentation
Paprika,2018,7.5,5,animation
Victim Number 8,2018,7,7.7,drama
The Rise of Phoenixes,2018,8.4,8.1,drama
Break,2018,5.8,6,drama
Derren Brown: The Push,2018,7.5,7.5,reality
Unrequited Love,2017,6.7,10,drama
First Match,2018,6.4,6.6,drama
Point Blank,2017,5.7,6.1,action
The Warning,2018,5.9,6,fantasy
The Princess Switch,2018,6,7,romance
Sanju,2018,7.7,7.4,drama
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,2018,5.6,6.7,fantasy
My Perfect Romance,2018,4.6,5.5,romance
The Drug King,2018,6.2,6.3,crime
Nigerian Prince,2018,5.8,5.4,thriller
Sun Dogs,2017,6.2,6.8,drama
A Witches' Ball,2017,5.2,6.7,fantasy
Ittefaq,2017,7.2,7,thriller
The Chase,2017,6.6,6.7,thriller
Limitless,2017,0,0,documentation
Eerie,2018,4.6,5.4,horror
Al Hayba,2017,7.5,6.3,action
Hymn of Death,2018,7.6,8.5,drama
Going for Gold,2018,4.8,6.8,drama
Judwaa 2,2017,3.6,5.8,romance
The Milk System,2018,7,6.6,documentation
The Degenerates,2018,6.2,4.4,comedy
Motown Magic,2018,7.9,9,animation
Ronnie Coleman: The King,2018,7,6.8,documentation
Nobody Speak: Trials of the Free Press,2017,6.5,6.1,documentation
Titipo Titipo,2018,6.6,9.5,animation
Blood Pact,2018,6.7,7,drama
Bareilly Ki Barfi,2017,7.5,6.8,romance
Lost Song,2018,7,8.2,scifi
Rapture,2018,5.4,6.8,documentation
Duck Duck Goose,2018,5.7,6.2,comedy
Revenger,2018,5.7,5.3,action
Larva Island,2018,6.6,6.5,comedy
Little Boxes,2017,5.9,6.3,drama
Zac & Mia,2017,7.8,8,drama
Move,2018,7.5,7,documentation
Jerry Before Seinfeld,2017,7,7,comedy
AMO,2018,6.6,6,crime
Mustang Island,2017,6.2,6.2,comedy
The Laws of Thermodynamics,2018,6,5.8,romance
Edge of Fear,2018,4.5,4.7,thriller
Clean with Passion for Now,2018,7,8.2,comedy
Nothing to Lose,2018,2.3,5.6,drama
Daughters of Destiny,2017,8.6,7.7,documentation
Love Daily,2018,6.2,7.9,drama
Uncertain Glory,2017,6.2,5.4,drama
Expedition Happiness,2017,5.9,6.7,documentation
Ari Shaffir: Double Negative,2017,0,6.4,comedy
Taramani,2017,7.5,6.6,drama
Step Sisters,2018,5.4,6.5,comedy
Dovlatov,2018,6.4,6.4,drama
Hot Sweet Sour,2017,6.1,6.9,romance
Relatable,2018,0,0,comedy
They've Gotta Have Us,2018,7.7,6.3,documentation
SPF-18,2017,3.2,4.4,romance
Millennials,2018,0,8.5,drama
Samouni Road,2018,6.7,7.2,documentation
My Birthday Song,2018,5.6,5.5,thriller
ReMastered: Tricky Dick & The Man in Black,2018,7.1,6.8,documentation
Joe Rogan: Strange Times,2018,7.3,7.2,comedy
Alaska Is a Drag,2017,6.5,7,drama
Rangoon,2017,5.7,6,war
A Christmas Prince: The Royal Wedding,2018,5.3,6.4,romance
72 Dangerous Animals: Asia,2018,6.6,6.2,documentation
Prince of Peoria,2018,5.7,7,comedy
Something Huge,2017,4.4,3.9,comedy
Trevor Noah: Son of Patricia,2018,7.3,7.1,comedy
Raising the Bar,2017,5.5,6.6,drama
Pup Star: Better 2Gether,2017,4.4,6,family
Jab Harry Met Sejal,2017,5,6.5,romance
Kuroko's Basketball the Movie: Last Game,2017,7.7,7.9,animation
Black Crows,2017,5.4,8,war
Tottaa Pataaka Item Maal,2018,7.6,5,drama
Pihu,2018,6.7,7.7,thriller
Isoken,2017,6.6,4.7,romance
The Little Vampire 3D,2017,5.4,6.1,fantasy
Armed to the Teeth,2018,7.9,7,documentation
Spyder,2017,6.3,5.3,thriller
Saving Capitalism,2017,6.8,6.6,documentation
Yummy Mummies,2017,4,5.3,reality
Carbone,2017,6.5,6.8,thriller
Ali Wong: Hard Knock Wife,2018,7.3,7,comedy
The Last Shaman,2017,6.6,6.9,documentation
Feminists: What Were They Thinking?,2018,6.9,7.9,documentation
Dany Boon: Des Hauts-De-France,2018,6.2,6.2,comedy
Quin te cantar,2018,6.9,7.2,thriller
Ponysitters Club,2018,6,8,family
Ashes of Love,2018,8.5,9.1,drama
Barbra: The Music ... The Mem'ries ... The Magic!,2017,7.5,7.4,documentation
72 Dangerous Animals: Latin America,2017,6.5,6.6,documentation
Russell Brand: Re:Birth,2018,6.5,6.6,comedy
Katherine Ryan: In Trouble,2017,7,6.4,comedy
Heroin(e),2017,0,7.1,documentation
Vai Anitta,2018,5.6,6.8,documentation
Dancing Queen,2018,6.9,6.5,reality
The 3rd Eye,2017,5.1,5.6,horror
Small Crimes,2017,5.8,5.4,crime
Ee Nagaraniki Emaindi,2018,7.9,7,drama
Gun City,2018,6.3,6.3,drama
Accidentally In Love,2018,7.6,7.9,comedy
Craig Ferguson: Tickle Fight,2017,6.6,6.2,comedy
El club de los buenos infieles,2018,5.5,5.4,comedy
The Joel McHale Show with Joel McHale,2018,7.1,6.4,comedy
The Day I Met El Chapo: The Kate del Castillo Story,2017,6.8,6.1,documentation
Deidra & Laney Rob a Train,2017,6,5.6,drama
Jagga Jasoos,2017,6.4,6,romance
Candy Jar,2018,5.8,6.2,comedy
Christmas Wedding Planner,2017,4.3,5.5,romance
Parmanu: The Story of Pokhran,2018,7.6,7,drama
F.R.E.D.I.,2018,4.9,6.4,scifi
Rip Tide,2017,5.5,6.1,drama
Jeff Dunham: Relative Disaster,2017,6.4,6.8,comedy
The Insomnia Club,2018,6.2,6.6,comedy
Rodney Carrington: Here Comes the Truth,2017,4.5,5.1,comedy
Mariposa de barrio,2017,7.6,8,drama
ReMastered: Who Shot the Sheriff,2018,6.9,6.9,documentation
Angela's Christmas,2017,0,6.8,family
What We Started,2018,7.1,7.2,documentation
Marc Maron: Too Real,2017,7.2,6.8,comedy
Christina P: Mother Inferior,2017,6.4,6.1,comedy
Best.Worst.Weekend.Ever.,2018,6.4,8,comedy
Treehouse Detectives,2018,7.6,8.5,animation
Baazaar,2018,6.5,6.4,drama
Getaway Plan,2017,5.6,5.5,thriller
Bill Burr: Walk Your Way Out,2017,7.2,6.7,comedy
Samantha!,2018,6.6,6.1,comedy
Trevor Noah: Afraid of the Dark,2017,7.2,7.1,comedy
The Plagues of Breslau,2018,5.9,6.3,crime
Period. End of Sentence.,2018,0,8,documentation
Qarib Qarib Singlle,2017,7.1,7.2,drama
Joy,2018,6.6,6.1,drama
On Children,2018,7.2,7.8,drama
Zoo,2018,5.7,7,drama
Forgive Us Our Debts,2018,6.2,6.1,drama
Derren Brown: Miracle,2018,6.5,6.5,documentation
Legend Quest,2017,7.3,8,animation
Trailer Park Boys: Out of the Park: USA,2017,0,7.5,comedy
